Time,Throttle,Brake,Steering,Speed
0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.706
0.079,0.000,0.000,0.000,0.122
0.091,0.000,0.000,0.000,0.000
0.150,0.000,0.000,0.000,0.078
0.210,0.000,0.000,0.000,0.100
0.222,0.000,0.000,0.000,0.276
0.233,0.000,0.000,0.000,0.276
0.255,0.000,0.000,0.000,0.086
0.281,0.000,0.000,0.000,0.170
0.301,0.000,0.000,0.000,0.002
0.322,0.000,0.000,0.000,0.001
0.343,0.000,0.000,0.000,0.001
0.364,0.000,0.000,0.000,0.001
0.385,0.000,0.000,0.000,0.218
0.405,0.000,0.000,0.000,0.175
0.454,0.000,0.000,0.000,0.219
0.467,0.000,0.000,0.000,0.218
0.480,0.000,0.000,0.000,0.218
0.492,0.000,0.000,0.000,0.000
0.504,0.000,0.000,0.000,0.206
0.516,0.000,0.000,0.000,0.206
0.528,0.000,0.000,0.000,0.093
0.541,0.000,0.000,0.000,0.269
0.554,0.000,0.000,0.000,0.269
0.568,0.000,0.000,0.000,0.084
0.581,0.000,0.000,0.000,0.249
0.595,0.000,0.000,0.000,0.249
0.606,0.000,0.000,0.000,0.114
0.620,0.000,0.000,0.000,0.114
0.630,0.000,0.000,0.000,0.269
0.642,0.000,0.000,0.000,0.032
0.655,0.000,0.000,0.000,0.032
0.666,0.000,0.000,0.000,0.000
0.678,0.000,0.000,0.000,0.000
0.689,0.000,0.000,0.000,0.000
0.701,0.000,0.000,0.000,0.229
0.714,0.000,0.000,0.000,0.229
0.726,0.000,0.000,0.000,0.104
0.739,0.000,0.000,0.000,0.104
0.752,0.000,0.000,0.000,0.280
0.765,0.000,0.000,0.000,0.027
0.777,0.000,0.000,0.000,0.027
0.789,0.000,0.000,0.000,0.317
0.800,0.000,0.000,0.000,0.039
0.813,0.000,0.000,0.000,0.039
0.824,0.000,0.000,0.000,0.333
0.836,0.000,0.000,0.000,0.333
0.847,0.000,0.000,0.000,0.034
0.859,0.000,0.000,0.000,0.034
0.871,0.000,0.000,0.000,0.217
0.883,0.000,0.000,0.000,0.099
0.896,0.000,0.000,0.000,0.099
0.907,0.000,0.000,0.000,0.275
0.920,0.000,0.000,0.000,0.086
0.932,0.000,0.000,0.000,0.086
0.945,0.000,0.000,0.000,0.251
0.957,0.000,0.000,0.000,0.251
0.968,0.000,0.000,0.000,0.115
0.980,0.000,0.000,0.000,0.269
0.993,0.000,0.000,0.000,0.269
1.004,0.000,0.000,0.000,0.032
1.017,0.000,0.000,0.000,0.032
1.029,0.000,0.000,0.000,0.195
1.043,0.000,0.000,0.000,0.057
1.056,0.000,0.000,0.000,0.057
1.067,0.000,0.000,0.000,0.001
1.079,0.000,0.000,0.000,0.001
1.091,0.000,0.000,0.000,0.001
1.104,0.000,0.000,0.000,0.000
1.117,0.000,0.000,0.000,0.000
1.128,0.000,0.000,0.000,0.227
1.140,0.000,0.000,0.000,0.103
1.154,0.000,0.000,0.000,0.103
1.166,0.000,0.000,0.000,0.278
1.179,0.000,0.000,0.000,0.278
1.191,0.000,0.000,0.000,0.027
1.204,0.000,0.000,0.000,0.236
1.216,0.000,0.000,0.000,0.236
1.228,0.000,0.000,0.000,0.018
1.242,0.000,0.000,0.000,0.352
1.254,0.000,0.000,0.000,0.352
1.266,0.000,0.000,0.000,0.042
1.279,0.000,0.000,0.000,0.042
1.291,0.000,0.000,0.000,0.221
1.304,0.000,0.000,0.000,0.101
1.317,0.000,0.000,0.000,0.101
1.329,0.000,0.000,0.000,0.277
1.343,0.000,0.000,0.000,0.027
1.355,0.000,0.000,0.000,0.027
1.367,0.000,0.000,0.000,0.317
1.379,0.000,0.000,0.000,0.317
1.391,0.000,0.000,0.000,0.039
1.404,0.000,0.000,0.000,0.333
1.422,0.000,0.000,0.000,0.034
1.433,0.000,0.000,0.000,0.034
1.451,0.000,0.000,0.000,0.217
1.464,0.000,0.000,0.000,0.174
1.475,0.000,0.000,0.000,0.174
1.485,0.000,0.000,0.000,0.001
1.497,0.000,0.000,0.000,0.001
1.507,0.000,0.000,0.000,0.000
1.519,0.000,0.000,0.000,0.000
1.530,0.000,0.000,0.000,0.228
1.542,0.000,0.000,0.000,0.173
1.556,0.000,0.000,0.000,0.173
1.568,0.000,0.000,0.000,0.001
1.580,0.000,0.000,0.000,0.001
1.590,0.000,0.000,0.000,0.000
1.601,0.000,0.000,0.000,0.226
1.611,0.000,0.000,0.000,0.226
1.620,0.000,0.000,0.000,0.226
1.628,0.000,0.000,0.000,0.103
1.637,0.000,0.000,0.000,0.103
1.647,0.000,0.000,0.000,0.278
1.656,0.000,0.000,0.000,0.278
1.663,0.000,0.000,0.000,0.027
1.671,0.000,0.000,0.000,0.027
1.678,0.000,0.000,0.000,0.027
1.685,0.000,0.000,0.000,0.236
1.692,0.000,0.000,0.000,0.236
1.699,0.000,0.000,0.000,0.236
1.706,0.000,0.000,0.000,0.172
1.713,0.000,0.000,0.000,0.172
1.719,0.000,0.000,0.000,0.172
1.726,0.000,0.000,0.000,0.002
1.733,0.000,0.000,0.000,0.002
1.740,0.000,0.000,0.000,0.002
1.747,0.000,0.000,0.000,0.193
1.754,0.000,0.000,0.000,0.193
1.760,0.000,0.000,0.000,0.193
1.766,0.000,0.000,0.000,0.174
1.774,0.000,0.000,0.000,0.174
1.780,0.000,0.000,0.000,0.174
1.786,0.000,0.000,0.000,0.013
1.792,0.000,0.000,0.000,0.013
1.798,0.000,0.000,0.000,0.013
1.804,0.000,0.000,0.000,0.001
1.812,0.000,0.000,0.000,0.001
1.822,0.000,0.000,0.000,0.204
1.828,0.000,0.000,0.000,0.204
1.847,0.000,0.000,0.000,0.052
1.852,0.000,0.000,0.000,0.052
1.857,0.000,0.000,0.000,0.052
1.863,0.000,0.000,0.000,0.000
1.869,0.000,0.000,0.000,0.000
1.874,0.000,0.000,0.000,0.000
1.879,0.000,0.000,0.000,0.000
1.884,0.000,0.000,0.000,0.001
1.889,0.000,0.000,0.000,0.001
1.894,0.000,0.000,0.000,0.001
1.898,0.000,0.000,0.000,0.001
1.903,0.000,0.000,0.000,0.001
1.908,0.000,0.000,0.000,0.001
1.913,0.000,0.000,0.000,0.001
1.917,0.000,0.000,0.000,0.001
1.921,0.000,0.000,0.000,0.211
1.927,0.000,0.000,0.000,0.211
1.931,0.000,0.000,0.000,0.211
1.936,0.000,0.000,0.000,0.211
1.940,0.000,0.000,0.000,0.211
1.945,0.000,0.000,0.000,0.176
1.951,0.000,0.000,0.000,0.176
1.957,0.000,0.000,0.000,0.176
1.963,0.000,0.000,0.000,0.003
1.968,0.000,0.000,0.000,0.003
1.973,0.000,0.000,0.000,0.003
1.978,0.000,0.000,0.000,0.003
1.982,0.000,0.000,0.000,0.000
1.987,0.000,0.000,0.000,0.000
1.992,0.000,0.000,0.000,0.000
1.996,0.000,0.000,0.000,0.000
2.000,0.000,0.000,0.000,0.001
2.006,0.000,0.000,0.000,0.001
2.010,0.000,0.000,0.000,0.001
2.015,0.000,0.000,0.000,0.001
2.018,0.000,0.000,0.000,0.001
2.023,0.000,0.000,0.000,0.325
2.028,0.000,0.000,0.000,0.325
2.033,0.000,0.000,0.000,0.325
2.037,0.000,0.000,0.000,0.325
2.041,0.000,0.000,0.000,0.094
2.047,0.000,0.000,0.000,0.094
2.051,0.000,0.000,0.000,0.094
2.055,0.000,0.000,0.000,0.094
2.060,0.000,0.000,0.000,0.000
2.067,0.000,0.000,0.000,0.000
2.073,0.000,0.000,0.000,0.000
2.078,0.000,0.000,0.000,0.000
2.084,0.000,0.000,0.000,0.001
2.090,0.000,0.000,0.000,0.001
2.096,0.000,0.000,0.000,0.001
2.101,0.000,0.000,0.000,0.228
2.107,0.000,0.000,0.000,0.228
2.113,0.000,0.000,0.000,0.228
2.118,0.000,0.000,0.000,0.228
2.122,0.000,0.000,0.000,0.079
2.128,0.000,0.000,0.000,0.079
2.133,0.000,0.000,0.000,0.079
2.138,0.000,0.000,0.000,0.079
2.144,0.000,0.000,0.000,0.000
2.150,0.000,0.000,0.000,0.000
2.155,0.000,0.000,0.000,0.000
2.160,0.000,0.000,0.000,0.000
2.164,0.000,0.000,0.000,0.001
2.170,0.000,0.000,0.000,0.001
2.175,0.000,0.000,0.000,0.001
2.179,0.000,0.000,0.000,0.001
2.184,0.000,0.000,0.000,0.234
2.189,0.000,0.000,0.000,0.234
2.194,0.000,0.000,0.000,0.234
2.199,0.000,0.000,0.000,0.234
2.203,0.000,0.000,0.000,0.215
2.208,0.000,0.000,0.000,0.215
2.213,0.000,0.000,0.000,0.215
2.217,0.000,0.000,0.000,0.215
2.223,0.000,0.000,0.000,0.001
2.229,0.000,0.000,0.000,0.001
2.233,0.000,0.000,0.000,0.001
2.238,0.000,0.000,0.000,0.001
2.243,0.000,0.000,0.000,0.203
2.249,0.000,0.000,0.000,0.203
2.254,0.000,0.000,0.000,0.203
2.259,0.000,0.000,0.000,0.203
2.263,0.000,0.000,0.000,0.092
2.268,0.000,0.000,0.000,0.092
2.273,0.000,0.000,0.000,0.092
2.278,0.000,0.000,0.000,0.092
2.282,0.000,0.000,0.000,0.308
2.288,0.000,0.000,0.000,0.308
2.291,0.000,0.000,0.000,0.308
