Time,Throttle,Brake,Steering,Speed
0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.043
0.095,0.000,0.000,0.000,0.120
0.106,0.000,0.000,0.000,0.123
0.121,0.000,0.000,0.000,0.123
0.140,0.000,0.000,0.000,0.118
0.149,0.000,0.000,0.000,0.118
0.162,0.000,0.000,0.000,0.108
0.175,0.000,0.000,0.000,0.102
0.191,0.000,0.000,0.000,0.089
0.203,0.000,0.000,0.000,0.082
0.218,0.000,0.000,0.000,0.075
0.231,0.000,0.000,0.000,0.061
0.247,0.000,0.000,0.000,0.054
0.259,0.000,0.000,0.000,0.047
0.275,0.000,0.000,0.000,0.035
0.286,0.000,0.000,0.000,0.029
0.299,0.000,0.000,0.000,0.024
0.314,0.000,0.000,0.000,0.014
0.329,0.000,0.000,0.000,0.010
0.344,0.000,0.000,0.000,0.003
0.357,0.000,0.000,0.000,0.001
0.369,0.000,0.000,0.000,0.002
0.382,0.000,0.000,0.000,0.006
0.399,0.000,0.000,0.000,0.007
0.413,0.000,0.000,0.000,0.009
0.424,0.000,0.000,0.000,0.010
0.441,0.000,0.000,0.000,0.011
0.455,0.000,0.000,0.000,0.011
0.466,0.000,0.000,0.000,0.011
0.481,0.000,0.000,0.000,0.010
0.495,0.000,0.000,0.000,0.010
0.509,0.000,0.000,0.000,0.010
0.520,0.000,0.000,0.000,0.009
0.535,0.000,0.000,0.000,0.008
0.551,0.000,0.000,0.000,0.007
0.565,0.000,0.000,0.000,0.006
0.579,0.000,0.000,0.000,0.005
0.590,0.000,0.000,0.000,0.004
0.604,0.000,0.000,0.000,0.004
0.621,0.000,0.000,0.000,0.003
0.633,0.000,0.000,0.000,0.002
0.646,0.000,0.000,0.000,0.002
0.662,0.000,0.000,0.000,0.001
0.676,0.000,0.000,0.000,0.001
0.687,0.000,0.000,0.000,0.000
0.700,0.000,0.000,0.000,0.000
0.718,0.000,0.000,0.000,0.000
0.732,0.000,0.000,0.000,0.001
0.745,0.000,0.000,0.000,0.001
0.755,0.000,0.000,0.000,0.001
0.771,0.000,0.000,0.000,0.001
0.775,0.000,0.000,0.000,0.001
0.788,0.000,0.000,0.000,0.001
0.801,0.000,0.000,0.000,0.001
0.817,0.000,0.000,0.000,0.001
1.066,0.000,0.000,0.000,0.000
1.086,0.000,0.000,0.000,0.000
1.141,0.000,0.000,0.000,0.000
1.166,0.000,0.000,0.000,0.000
1.194,0.000,0.000,0.000,0.000
1.208,0.000,0.000,0.000,0.000
1.222,0.000,0.000,0.000,0.000
1.237,0.000,0.000,0.000,0.000
1.250,0.000,0.000,0.000,0.000
1.264,0.000,0.000,0.000,0.000
1.278,0.000,0.000,0.000,0.000
1.291,0.000,0.000,0.000,0.000
1.306,0.000,0.000,0.000,0.000
1.319,0.000,0.000,0.000,0.000
1.333,0.000,0.000,0.000,0.000
1.347,0.000,0.000,0.000,0.000
1.361,0.000,0.000,0.000,0.000
1.375,0.000,0.000,0.000,0.000
1.388,0.000,0.000,0.000,0.000
1.403,0.000,0.000,0.000,0.000
1.417,0.000,0.000,0.000,0.000
1.430,0.000,0.000,0.000,0.000
1.444,0.000,0.000,0.000,0.000
1.458,0.000,0.000,0.000,0.000
1.472,0.000,0.000,0.000,0.000
1.485,0.000,0.000,0.000,0.000
1.499,0.000,0.000,0.000,0.000
1.514,0.000,0.000,0.000,0.000
1.528,0.000,0.000,0.000,0.000
1.541,0.000,0.000,0.000,0.000
1.555,0.000,0.000,0.000,0.000
1.569,0.000,0.000,0.000,0.000
1.583,0.000,0.000,0.000,0.000
1.597,0.000,0.000,0.000,0.000
1.611,0.000,0.000,0.000,0.000
1.625,0.000,0.000,0.000,0.000
1.639,0.000,0.000,0.000,0.000
1.653,0.000,0.000,0.000,0.000
1.667,0.000,0.000,0.000,0.000
1.681,0.000,0.000,0.000,0.000
1.695,0.000,0.000,0.000,0.000
1.709,0.000,0.000,0.000,0.000
1.722,0.000,0.000,0.000,0.000
1.736,0.000,0.000,0.000,0.000
1.750,0.000,0.000,0.000,0.000
1.764,0.000,0.000,0.000,0.000
1.778,0.000,0.000,0.000,0.000
1.791,0.000,0.000,0.000,0.000
1.818,0.000,0.000,0.000,0.000
2.152,0.000,0.000,0.000,0.000
2.169,0.000,0.000,0.000,0.000
2.182,0.000,0.000,0.000,0.000
2.196,0.000,0.000,0.000,0.000
2.210,0.000,0.000,0.000,0.000
2.224,0.000,0.000,0.000,0.000
2.238,0.000,0.000,0.000,0.000
2.252,0.000,0.000,0.000,0.000
2.266,0.000,0.000,0.000,0.000
2.279,0.000,0.000,0.000,0.000
2.293,0.000,0.000,0.000,0.000
2.307,0.000,0.000,0.000,0.000
2.322,0.000,0.000,0.000,0.000
2.336,0.000,0.000,0.000,0.000
2.350,0.000,0.000,0.000,0.000
2.364,0.000,0.000,0.000,0.000
2.379,0.000,0.000,0.000,0.000
2.391,0.000,0.000,0.000,0.000
2.406,0.000,0.000,0.000,0.000
2.419,0.000,0.000,0.000,0.000
2.433,0.000,0.000,0.000,0.000
2.448,0.000,0.000,0.000,0.000
2.461,0.000,0.000,0.000,0.000
2.475,0.000,0.000,0.000,0.000
2.489,0.000,0.000,0.000,0.000
2.503,0.000,0.000,0.000,0.000
2.518,0.000,0.000,0.000,0.000
2.530,0.000,0.000,0.000,0.000
2.546,0.000,0.000,0.000,0.000
2.558,0.000,0.000,0.000,0.000
2.572,0.000,0.000,0.000,0.000
2.586,0.000,0.000,0.000,0.000
2.600,0.000,0.000,0.000,0.000
2.615,0.000,0.000,0.000,0.000
2.628,0.000,0.000,0.000,0.000
2.642,0.000,0.000,0.000,0.000
2.655,0.000,0.075,0.000,0.000
2.669,0.000,0.212,0.000,0.000
2.683,0.000,0.380,0.000,0.000
2.698,0.000,0.380,0.000,0.000
2.711,0.000,0.573,0.000,0.000
2.726,0.000,0.773,0.000,0.000
2.739,0.000,0.945,0.000,0.000
2.753,0.000,1.000,0.000,0.000
2.767,0.000,1.000,0.000,0.000
2.781,0.000,1.000,0.000,0.000
2.795,0.000,1.000,0.000,0.000
2.808,0.000,1.000,0.000,0.000
2.823,0.000,1.000,0.000,0.000
2.837,0.000,1.000,0.000,0.000
2.851,0.000,1.000,0.000,0.000
2.864,0.000,1.000,0.000,0.000
2.878,0.000,1.000,0.000,0.000
2.893,0.000,1.000,0.000,0.000
2.906,0.000,1.000,0.000,0.000
2.921,0.000,1.000,0.000,0.000
2.934,0.000,1.000,0.000,0.000
2.947,0.000,1.000,0.000,0.000
2.963,0.000,1.000,0.000,0.000
2.976,0.000,0.976,0.000,0.000
2.990,0.000,0.976,0.000,0.000
3.004,0.000,0.890,0.000,0.000
3.018,0.000,0.769,0.000,0.000
3.031,0.000,0.620,0.000,0.000
3.045,0.000,0.431,0.000,0.000
3.059,0.000,0.137,0.000,0.000
3.073,0.000,0.137,0.000,0.000
3.087,0.000,0.000,0.000,0.000
3.103,0.000,0.000,0.000,0.000
3.114,0.000,0.000,0.000,0.000
3.128,0.000,0.000,0.000,0.000
3.142,0.000,0.000,0.000,0.000
3.156,0.000,0.000,0.000,0.000
3.170,0.000,0.000,0.000,0.000
3.184,0.000,0.000,0.000,0.000
3.198,0.000,0.000,0.000,0.000
3.212,0.000,0.000,0.000,0.000
3.226,0.000,0.000,0.000,0.000
3.240,0.000,0.000,0.000,0.000
3.254,0.000,0.000,0.000,0.000
3.268,0.000,0.000,0.000,0.000
3.281,0.000,0.000,0.000,0.000
3.296,0.000,0.000,0.000,0.000
3.310,0.000,0.000,0.000,0.000
3.323,0.000,0.000,0.000,0.000
3.337,0.000,0.000,0.000,0.000
3.351,0.000,0.000,0.000,0.000
3.365,0.000,0.000,0.000,0.000
3.381,0.000,0.000,0.000,0.000
3.392,0.000,0.000,0.000,0.000
3.406,0.000,0.000,0.000,0.000
3.422,0.000,0.000,0.000,0.000
3.434,0.000,0.082,0.000,0.000
3.448,0.000,0.082,0.000,0.000
3.462,0.000,0.290,0.000,0.000
3.476,0.000,0.510,0.000,0.000
3.490,0.000,0.722,0.000,0.000
3.504,0.000,0.925,0.000,0.000
3.518,0.000,1.000,0.000,0.000
3.531,0.000,1.000,0.000,0.000
3.546,0.000,1.000,0.000,0.000
3.559,0.000,1.000,0.000,0.000
3.573,0.000,1.000,0.000,0.000
3.587,0.000,1.000,0.000,0.000
3.601,0.000,1.000,0.000,0.000
3.616,0.000,1.000,0.000,0.000
3.629,0.000,1.000,0.000,0.000
3.643,0.000,1.000,0.000,0.000
3.657,0.000,1.000,0.000,0.000
3.672,0.000,1.000,0.000,0.000
3.684,0.000,1.000,0.000,0.000
3.698,0.000,1.000,0.000,0.000
3.714,0.000,1.000,0.000,0.000
3.726,0.000,1.000,0.000,0.000
3.740,0.000,1.000,0.000,0.000
3.754,0.000,1.000,0.000,0.000
3.768,0.000,1.000,0.000,0.000
3.782,0.000,1.000,0.000,0.000
3.796,0.000,1.000,0.000,0.000
3.811,0.000,1.000,0.000,0.000
3.824,0.000,1.000,0.000,0.000
3.837,0.000,1.000,0.000,0.000
3.851,0.000,1.000,0.000,0.000
3.866,0.000,1.000,0.000,0.000
3.879,0.000,1.000,0.000,0.000
3.893,0.000,1.000,0.000,0.000
3.907,0.000,1.000,0.000,0.000
3.921,0.000,1.000,0.000,0.000
3.935,0.000,1.000,0.000,0.000
3.948,0.000,1.000,0.000,0.000
3.962,0.000,1.000,0.000,0.000
3.977,0.000,1.000,0.000,0.000
3.990,0.000,1.000,0.000,0.000
4.004,0.000,1.000,0.000,0.000
4.018,0.000,1.000,0.000,0.000
4.032,0.000,1.000,0.000,0.000
4.046,0.000,1.000,0.000,0.000
4.061,0.000,1.000,0.000,0.000
4.074,0.000,1.000,0.000,0.000
4.088,0.000,1.000,0.000,0.000
4.102,0.000,1.000,0.000,0.000
4.116,0.000,1.000,0.000,0.000
4.130,0.000,1.000,0.000,0.000
4.143,0.000,1.000,0.000,0.000
4.158,0.000,1.000,0.000,0.000
4.171,0.000,1.000,0.000,0.000
4.185,0.000,1.000,0.000,0.000
4.199,0.000,1.000,0.000,0.000
4.213,0.000,1.000,0.000,0.000
4.227,0.000,1.000,0.000,0.000
4.241,0.000,1.000,0.000,0.000
4.255,0.000,1.000,0.000,0.000
4.268,0.000,1.000,0.000,0.000
4.282,0.000,1.000,0.000,0.000
4.297,0.000,1.000,0.000,0.000
4.310,0.000,1.000,0.000,0.000
4.324,0.000,1.000,0.000,0.000
4.338,0.000,1.000,0.000,0.000
4.352,0.000,1.000,0.000,0.000
4.366,0.000,1.000,0.000,0.000
4.379,0.000,1.000,0.000,0.000
4.396,0.000,1.000,0.000,0.000
4.407,0.000,1.000,0.000,0.000
4.421,0.000,1.000,0.000,0.000
4.435,0.000,1.000,0.000,0.000
4.450,0.000,1.000,0.000,0.000
4.463,0.000,1.000,0.000,0.000
4.477,0.000,1.000,0.000,0.000
4.491,0.000,1.000,0.000,0.000
4.505,0.000,1.000,0.000,0.000
4.519,0.000,1.000,0.000,0.000
4.533,0.000,1.000,0.000,0.000
4.546,0.000,1.000,0.000,0.000
4.560,0.000,1.000,0.000,0.000
4.574,0.000,1.000,0.000,0.000
4.589,0.000,1.000,0.000,0.000
4.602,0.000,1.000,0.000,0.000
4.616,0.000,1.000,0.000,0.000
4.630,0.000,1.000,0.000,0.000
4.644,0.000,1.000,0.000,0.000
4.657,0.000,1.000,0.000,0.000
4.671,0.000,1.000,0.000,0.000
4.686,0.000,1.000,0.000,0.000
4.699,0.000,1.000,0.000,0.000
4.713,0.000,1.000,0.000,0.000
4.727,0.000,1.000,0.000,0.000
4.741,0.000,1.000,0.000,0.000
4.755,0.000,1.000,0.000,0.000
4.770,0.000,0.937,0.000,0.000
4.783,0.000,0.725,0.000,0.000
4.796,0.000,0.490,0.000,0.000
4.811,0.000,0.161,0.000,0.000
4.824,0.000,0.161,0.000,0.000
4.838,0.000,0.000,0.000,0.000
4.852,0.000,0.000,0.000,0.000
4.866,0.000,0.000,0.000,0.000
4.880,0.000,0.000,0.000,0.000
4.894,0.000,0.000,0.000,0.000
4.908,0.000,0.000,0.000,0.000
4.922,0.000,0.000,0.000,0.000
4.936,0.000,0.000,0.000,0.000
4.949,0.000,0.000,0.000,0.000
4.964,0.000,0.000,0.000,0.000
4.978,0.000,0.000,0.000,0.000
4.991,0.000,0.000,0.000,0.000
5.005,0.000,0.000,0.000,0.000
5.019,0.000,0.000,0.000,0.000
5.033,0.000,0.000,0.000,0.000
5.047,0.000,0.000,0.000,0.000
5.061,0.000,0.000,0.000,0.000
5.076,0.000,0.000,0.000,0.000
5.088,0.000,0.000,0.000,0.000
5.102,0.000,0.000,0.000,0.000
5.116,0.000,0.000,0.000,0.000
5.131,0.000,0.000,0.000,0.000
5.144,0.000,0.000,0.000,0.000
5.158,0.000,0.000,0.000,0.000
5.173,0.000,0.000,0.000,0.000
5.186,0.000,0.000,0.000,0.000
5.200,0.000,0.000,0.000,0.000
5.214,0.000,0.000,0.000,0.000
5.228,0.000,0.000,0.000,0.000
5.241,0.000,0.000,0.000,0.000
5.255,0.000,0.000,0.000,0.000
5.270,0.000,0.000,0.000,0.000
5.283,0.000,0.000,0.000,0.000
5.297,0.000,0.000,0.000,0.000
5.311,0.000,0.000,0.000,0.000
5.325,0.000,0.000,0.000,0.000
5.339,0.000,0.000,0.000,0.000
5.353,0.000,0.000,0.000,0.000
5.367,0.000,0.000,0.000,0.000
5.380,0.000,0.000,0.000,0.000
5.394,0.000,0.000,0.000,0.000
5.408,0.000,0.000,0.000,0.000
5.424,0.000,0.000,0.000,0.000
5.437,0.000,0.000,0.000,0.000
5.449,0.000,0.000,0.000,0.000
5.463,0.000,0.000,0.000,0.000
5.478,0.000,0.000,0.000,0.000
5.491,0.000,0.000,0.000,0.000
5.505,0.000,0.000,0.000,0.000
5.519,0.000,0.000,0.000,0.000
5.534,0.000,0.000,0.000,0.000
5.547,0.000,0.000,0.000,0.000
5.561,0.000,0.000,0.000,0.000
5.575,0.000,0.000,0.000,0.000
5.589,0.000,0.000,0.000,0.000
5.603,0.000,0.000,0.000,0.000
5.617,0.000,0.000,0.000,0.000
5.632,0.000,0.000,0.000,0.000
5.645,0.000,0.000,0.000,0.000
5.658,0.000,0.000,0.000,0.000
5.672,0.000,0.000,0.000,0.000
5.686,0.000,0.000,0.000,0.000
5.700,0.000,0.000,0.000,0.000
5.714,0.059,0.000,0.000,0.003
5.728,0.137,0.000,0.000,0.004
