Time,Throttle,Brake,Steering,Speed
0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.150
0.083,0.000,0.000,0.000,0.325
0.096,0.000,0.000,0.000,0.331
0.108,0.000,0.000,0.000,0.331
0.122,0.000,0.000,0.000,0.320
0.137,0.000,0.000,0.000,0.310
0.151,0.000,0.000,0.000,0.282
0.164,0.000,0.000,0.000,0.265
0.179,0.000,0.000,0.000,0.247
0.192,0.000,0.000,0.000,0.210
0.206,0.000,0.000,0.000,0.191
0.220,0.000,0.000,0.000,0.153
0.234,0.000,0.000,0.000,0.135
0.246,0.000,0.000,0.000,0.117
0.262,0.000,0.000,0.000,0.085
0.276,0.000,0.000,0.000,0.071
0.288,0.000,0.000,0.000,0.057
0.303,0.000,0.000,0.000,0.033
0.317,0.000,0.000,0.000,0.023
0.330,0.000,0.000,0.000,0.005
0.342,0.000,0.000,0.000,0.002
0.358,0.000,0.000,0.000,0.008
0.373,0.000,0.000,0.000,0.018
0.387,0.000,0.000,0.000,0.021
0.400,0.000,0.000,0.000,0.026
0.414,0.000,0.000,0.000,0.028
0.426,0.000,0.000,0.000,0.029
0.442,0.000,0.000,0.000,0.029
0.456,0.000,0.000,0.000,0.029
0.469,0.000,0.000,0.000,0.028
0.481,0.000,0.000,0.000,0.026
0.497,0.000,0.000,0.000,0.025
0.511,0.000,0.000,0.000,0.022
0.525,0.000,0.000,0.000,0.020
0.539,0.000,0.000,0.000,0.019
0.553,0.000,0.000,0.000,0.015
0.568,0.000,0.000,0.000,0.014
0.578,0.000,0.000,0.000,0.012
0.595,0.000,0.000,0.000,0.009
0.609,0.000,0.000,0.000,0.008
0.622,0.000,0.000,0.000,0.005
0.636,0.000,0.000,0.000,0.004
0.650,0.000,0.000,0.000,0.003
0.664,0.000,0.000,0.000,0.001
0.678,0.000,0.000,0.000,0.000
0.693,0.000,0.000,0.000,0.001
0.705,0.000,0.000,0.000,0.001
0.719,0.000,0.000,0.000,0.002
0.733,0.000,0.000,0.000,0.002
0.747,0.000,0.000,0.000,0.002
0.761,0.000,0.000,0.000,0.003
0.775,0.000,0.000,0.000,0.003
0.789,0.000,0.000,0.000,0.003
0.805,0.000,0.000,0.000,0.003
1.037,0.000,0.000,0.000,0.000
1.047,0.000,0.000,0.000,0.000
1.102,0.000,0.000,0.000,0.000
1.157,0.000,0.000,0.000,0.000
1.183,0.000,0.000,0.000,0.000
1.197,0.000,0.000,0.000,0.000
1.211,0.000,0.000,0.000,0.000
1.225,0.000,0.000,0.000,0.000
1.239,0.000,0.000,0.000,0.000
1.252,0.000,0.000,0.000,0.000
1.266,0.000,0.000,0.000,0.000
1.280,0.000,0.000,0.000,0.000
1.294,0.000,0.000,0.000,0.000
1.308,0.000,0.000,0.000,0.000
1.322,0.000,0.000,0.000,0.000
1.336,0.000,0.000,0.000,0.000
1.349,0.000,0.000,0.000,0.000
1.363,0.000,0.000,0.000,0.000
1.377,0.000,0.000,0.000,0.000
1.390,0.000,0.000,0.000,0.000
1.404,0.000,0.000,0.000,0.000
1.417,0.000,0.000,0.000,0.000
1.432,0.000,0.000,0.000,0.000
1.446,0.000,0.000,0.000,0.000
1.459,0.000,0.000,0.000,0.000
1.473,0.000,0.000,0.000,0.000
1.487,0.000,0.000,0.000,0.000
1.502,0.000,0.000,0.000,0.000
1.515,0.000,0.000,0.000,0.000
1.526,0.000,0.000,0.000,0.000
1.543,0.000,0.000,0.000,0.000
1.557,0.000,0.000,0.000,0.000
1.571,0.000,0.000,0.000,0.000
1.585,0.000,0.000,0.000,0.000
1.599,0.000,0.000,0.000,0.000
1.613,0.000,0.000,0.000,0.000
1.626,0.000,0.000,0.000,0.000
1.640,0.000,0.000,0.000,0.000
1.654,0.000,0.000,0.000,0.000
1.668,0.000,0.000,0.000,0.000
1.682,0.000,0.000,0.000,0.000
1.697,0.000,0.000,0.000,0.000
1.710,0.000,0.000,0.000,0.000
1.724,0.000,0.000,0.000,0.000
1.738,0.000,0.000,0.000,0.000
1.751,0.000,0.000,0.000,0.000
1.766,0.000,0.000,0.000,0.000
1.780,0.000,0.000,0.000,0.000
1.793,0.000,0.000,0.000,0.000
1.808,0.000,0.000,0.000,0.000
1.821,0.000,0.000,0.000,0.000
1.835,0.000,0.000,0.000,0.000
1.849,0.000,0.000,0.000,0.000
1.863,0.000,0.000,0.000,0.000
1.877,0.000,0.000,0.000,0.000
1.892,0.000,0.000,0.000,0.000
1.905,0.000,0.000,0.000,0.000
1.919,0.000,0.000,0.000,0.000
1.932,0.000,0.000,0.000,0.000
1.947,0.000,0.000,0.000,0.000
1.962,0.000,0.000,0.000,0.000
1.974,0.000,0.000,0.000,0.000
1.988,0.000,0.000,0.000,0.000
2.002,0.000,0.000,0.000,0.000
2.016,0.000,0.000,0.000,0.000
2.030,0.000,0.000,0.000,0.000
2.044,0.000,0.000,0.000,0.000
2.058,0.000,0.000,0.000,0.000
2.072,0.000,0.000,0.000,0.000
2.086,0.000,0.000,0.000,0.000
2.100,0.000,0.000,0.000,0.000
2.113,0.000,0.000,0.000,0.000
2.127,0.000,0.000,0.000,0.000
2.142,0.000,0.000,0.000,0.000
