Time,Throttle,Brake,Steering,Speed
0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.015
0.090,0.000,0.000,0.000,0.033
0.106,0.000,0.000,0.000,0.033
0.116,0.000,0.000,0.000,0.033
0.131,0.000,0.000,0.000,0.031
0.145,0.000,0.000,0.000,0.030
0.159,0.000,0.000,0.000,0.028
0.173,0.000,0.000,0.000,0.025
0.186,0.000,0.000,0.000,0.023
0.200,0.000,0.000,0.000,0.019
0.214,0.000,0.000,0.000,0.017
0.230,0.000,0.000,0.000,0.013
0.243,0.000,0.000,0.000,0.012
0.254,0.000,0.000,0.000,0.010
0.269,0.000,0.000,0.000,0.009
0.284,0.000,0.000,0.000,0.006
0.297,0.000,0.000,0.000,0.004
0.311,0.000,0.000,0.000,0.002
0.327,0.000,0.000,0.000,0.001
0.339,0.000,0.000,0.000,0.001
0.400,0.000,0.000,0.000,0.002
0.428,0.000,0.000,0.000,0.003
0.439,0.000,0.000,0.000,0.003
0.451,0.000,0.000,0.000,0.003
0.465,0.000,0.000,0.000,0.003
0.478,0.000,0.000,0.000,0.003
0.492,0.000,0.000,0.000,0.003
0.506,0.000,0.000,0.000,0.002
0.519,0.000,0.000,0.000,0.002
0.533,0.000,0.000,0.000,0.002
0.548,0.000,0.000,0.000,0.002
0.561,0.000,0.000,0.000,0.001
0.574,0.000,0.000,0.000,0.001
0.589,0.000,0.000,0.000,0.001
0.602,0.000,0.000,0.000,0.001
0.617,0.000,0.000,0.000,0.001
0.631,0.000,0.000,0.000,0.000
0.644,0.000,0.000,0.000,0.000
0.661,0.000,0.000,0.000,0.000
0.672,0.000,0.000,0.000,0.000
0.686,0.000,0.000,0.000,0.000
0.699,0.000,0.000,0.000,0.000
0.716,0.000,0.000,0.000,0.000
0.728,0.000,0.000,0.000,0.000
0.740,0.000,0.000,0.000,0.000
0.758,0.000,0.000,0.000,0.000
0.769,0.000,0.000,0.000,0.000
0.783,0.000,0.000,0.000,0.000
0.797,0.000,0.000,0.000,0.000
0.810,0.000,0.000,0.000,0.000
0.825,0.000,0.000,0.000,0.000
0.841,0.000,0.000,0.000,0.000
1.092,0.000,0.000,0.000,0.000
1.108,0.000,0.000,0.000,0.000
1.148,0.000,0.000,0.000,0.000
1.176,0.000,0.000,0.000,0.000
1.204,0.000,0.000,0.000,0.000
1.220,0.000,0.000,0.000,0.000
1.246,0.000,0.000,0.000,0.000
1.260,0.000,0.000,0.000,0.000
1.277,0.000,0.000,0.000,0.000
1.287,0.000,0.000,0.000,0.000
1.300,0.000,0.000,0.000,0.000
1.315,0.000,0.000,0.000,0.000
1.328,0.000,0.000,0.000,0.000
1.344,0.000,0.000,0.000,0.000
1.358,0.000,0.000,0.000,0.000
1.369,0.000,0.000,0.000,0.000
1.384,0.000,0.000,0.000,0.000
1.397,0.000,0.000,0.000,0.000
1.412,0.000,0.000,0.000,0.000
1.428,0.000,0.000,0.000,0.000
1.439,0.000,0.000,0.000,0.000
1.452,0.000,0.000,0.000,0.000
1.470,0.000,0.000,0.000,0.000
1.483,0.000,0.000,0.000,0.000
1.495,0.000,0.000,0.000,0.000
1.512,0.000,0.000,0.000,0.000
1.525,0.000,0.000,0.000,0.000
1.536,0.000,0.000,0.000,0.000
1.550,0.000,0.000,0.000,0.000
1.566,0.000,0.000,0.000,0.000
1.576,0.000,0.000,0.000,0.000
1.592,0.000,0.000,0.000,0.000
1.607,0.000,0.000,0.000,0.000
1.620,0.000,0.000,0.000,0.000
1.634,0.000,0.000,0.000,0.000
1.647,0.000,0.000,0.000,0.000
1.662,0.000,0.000,0.000,0.000
1.679,0.000,0.000,0.000,0.000
1.689,0.000,0.000,0.000,0.000
1.703,0.000,0.000,0.000,0.000
1.718,0.000,0.000,0.000,0.000
1.731,0.000,0.000,0.000,0.000
1.744,0.000,0.000,0.000,0.000
1.760,0.000,0.000,0.000,0.000
1.773,0.000,0.000,0.000,0.000
1.786,0.000,0.000,0.000,0.000
1.800,0.000,0.000,0.000,0.000
1.815,0.000,0.000,0.000,0.000
1.830,0.000,0.000,0.000,0.000
1.842,0.000,0.000,0.000,0.000
1.856,0.000,0.000,0.000,0.000
1.870,0.000,0.000,0.000,0.000
1.883,0.000,0.000,0.000,0.000
1.899,0.000,0.000,0.000,0.000
1.915,0.000,0.000,0.000,0.000
1.925,0.000,0.000,0.000,0.000
1.939,0.000,0.000,0.000,0.000
1.954,0.000,0.000,0.000,0.000
1.967,0.000,0.000,0.000,0.000
1.982,0.000,0.000,0.000,0.000
1.996,0.000,0.000,0.000,0.000
2.009,0.000,0.000,0.000,0.000
2.023,0.000,0.000,0.000,0.000
2.039,0.000,0.000,0.000,0.000
2.050,0.000,0.000,0.000,0.000
2.065,0.000,0.000,0.000,0.000
2.078,0.000,0.000,0.000,0.000
2.092,0.000,0.000,0.000,0.000
2.107,0.000,0.000,0.000,0.000
2.137,0.000,0.000,0.000,0.000
2.148,0.000,0.000,0.000,0.000
2.164,0.000,0.000,0.000,0.000
2.175,0.000,0.000,0.000,0.000
2.193,0.000,0.000,0.000,0.000
2.204,0.000,0.000,0.000,0.000
2.217,0.000,0.000,0.000,0.000
2.232,0.000,0.000,0.000,0.000
2.245,0.000,0.000,0.000,0.000
2.261,0.000,0.000,0.000,0.000
2.273,0.000,0.000,0.000,0.000
2.287,0.000,0.000,0.000,0.000
2.307,0.000,0.000,0.000,0.000
2.314,0.000,0.000,0.000,0.000
2.328,0.000,0.000,0.000,0.000
2.345,0.000,0.000,0.000,0.000
2.356,0.000,0.000,0.000,0.000
2.690,0.000,0.000,0.000,0.000
2.750,0.000,0.000,0.000,0.000
2.840,0.000,0.000,0.000,0.000
2.888,0.000,0.000,0.000,0.000
2.922,0.000,0.000,0.000,0.000
2.938,0.000,0.000,0.000,0.000
2.946,0.000,0.000,0.000,0.000
2.960,0.000,0.000,0.000,0.000
2.973,0.000,0.000,0.000,0.000
2.986,0.000,0.000,0.000,0.000
3.000,0.000,0.000,0.000,0.000
3.021,0.000,0.000,0.000,0.000
3.033,0.000,0.000,0.000,0.000
3.042,0.000,0.000,0.000,0.000
3.057,0.000,0.000,0.000,0.000
3.069,0.000,0.000,0.000,0.000
3.084,0.000,0.000,0.000,0.000
3.098,0.000,0.000,0.000,0.000
3.111,0.000,0.000,0.000,0.000
3.125,0.000,0.000,0.000,0.000
3.139,0.000,0.000,0.000,0.000
3.153,0.000,0.000,0.000,0.000
3.172,0.000,0.000,0.000,0.000
3.182,0.000,0.000,0.000,0.000
3.194,0.000,0.000,0.000,0.000
3.208,0.000,0.000,0.000,0.000
3.223,0.000,0.000,0.000,0.000
3.237,0.000,0.000,0.000,0.000
3.251,0.000,0.000,0.000,0.000
3.265,0.000,0.000,0.000,0.000
3.279,0.000,0.000,0.000,0.000
3.293,0.000,0.000,0.000,0.000
3.306,0.000,0.000,0.000,0.000
3.325,0.000,0.000,0.000,0.000
3.336,0.000,0.000,0.000,0.000
3.354,0.000,0.000,0.000,0.000
3.364,0.000,0.000,0.000,0.000
3.375,0.000,0.000,0.000,0.000
3.396,0.000,0.000,0.000,0.000
3.409,0.000,0.000,0.000,0.000
3.419,0.000,0.000,0.000,0.000
3.432,0.000,0.000,0.000,0.000
3.445,0.000,0.000,0.000,0.000
3.459,0.000,0.000,0.000,0.000
3.480,0.000,0.000,0.000,0.000
3.492,0.000,0.000,0.000,0.000
3.500,0.000,0.000,0.000,0.000
3.515,0.000,0.000,0.000,0.000
3.534,0.000,0.000,0.000,0.000
3.542,0.000,0.000,0.000,0.000
3.564,0.000,0.000,0.000,0.000
3.577,0.000,0.000,0.000,0.000
3.585,0.000,0.000,0.000,0.000
3.599,0.000,0.000,0.000,0.000
3.619,0.000,0.000,0.000,0.000
3.632,0.000,0.000,0.000,0.000
3.647,0.000,0.000,0.000,0.000
3.656,0.000,0.000,0.000,0.000
3.669,0.000,0.000,0.000,0.000
3.687,0.000,0.000,0.000,0.000
3.698,0.000,0.000,0.000,0.000
3.709,0.000,0.000,0.000,0.000
3.724,0.000,0.000,0.000,0.000
3.742,0.000,0.000,0.000,0.000
3.750,0.000,0.000,0.000,0.000
3.765,0.000,0.000,0.000,0.000
3.779,0.000,0.000,0.000,0.000
3.798,0.000,0.000,0.000,0.000
3.806,0.000,0.000,0.000,0.000
3.820,0.000,0.000,0.000,0.000
3.834,0.000,0.000,0.000,0.000
3.847,0.000,0.000,0.000,0.000
3.868,0.000,0.000,0.000,0.000
3.875,0.000,0.000,0.000,0.000
3.889,0.000,0.000,0.000,0.000
3.904,0.000,0.000,0.000,0.000
3.917,0.000,0.000,0.000,0.000
3.932,0.000,0.000,0.000,0.000
3.951,0.000,0.000,0.000,0.000
3.959,0.000,0.000,0.000,0.000
3.974,0.000,0.000,0.000,0.000
3.988,0.000,0.000,0.000,0.000
4.002,0.000,0.000,0.000,0.000
4.021,0.000,0.000,0.000,0.000
4.034,0.000,0.000,0.000,0.000
4.052,0.000,0.000,0.000,0.000
4.068,0.000,0.000,0.000,0.000
4.092,0.000,0.000,0.000,0.000
4.105,0.000,0.000,0.000,0.000
4.122,0.000,0.000,0.000,0.000
4.135,0.000,0.000,0.000,0.000
4.147,0.000,0.000,0.000,0.000
4.160,0.000,0.000,0.000,0.000
4.176,0.000,0.000,0.000,0.000
4.189,0.000,0.000,0.000,0.000
4.202,0.000,0.000,0.000,0.000
4.216,0.000,0.000,0.000,0.000
4.222,0.000,0.000,0.000,0.000
4.238,0.000,0.000,0.000,0.000
4.257,0.000,0.000,0.000,0.000
4.271,0.000,0.000,0.000,0.000
4.286,0.000,0.000,0.000,0.000
4.301,0.000,0.000,0.000,0.000
4.314,0.000,0.000,0.000,0.000
4.330,0.000,0.000,0.000,0.000
4.342,0.000,0.000,0.000,0.000
4.355,0.000,0.000,0.000,0.000
4.370,0.000,0.000,0.000,0.000
4.383,0.000,0.000,0.000,0.000
4.395,0.000,0.000,0.000,0.000
4.404,0.000,0.000,0.000,0.000
4.418,0.000,0.000,0.000,0.000
4.437,0.000,0.000,0.000,0.000
4.448,0.000,0.000,0.000,0.000
4.460,0.000,0.000,0.000,0.000
4.476,0.000,0.000,0.000,0.000
4.487,0.000,0.000,0.000,0.000
4.502,0.000,0.000,0.000,0.000
4.515,0.000,0.000,0.000,0.000
4.529,0.000,0.000,0.000,0.000
4.544,0.000,0.000,0.000,0.000
4.558,0.000,0.000,0.000,0.000
4.571,0.000,0.000,0.000,0.000
4.590,0.000,0.000,0.000,0.000
4.603,0.016,0.000,0.000,0.003
4.620,0.016,0.000,0.000,0.006
4.633,0.055,0.000,0.000,0.001
4.650,0.110,0.000,0.000,0.005
4.664,0.165,0.000,0.000,0.011
4.679,0.212,0.000,0.000,0.015
4.690,0.235,0.000,0.000,0.027
4.701,0.259,0.000,0.000,0.032
4.718,0.259,0.000,0.000,0.034
4.732,0.286,0.000,0.000,0.049
4.747,0.314,0.000,0.000,0.057
4.759,0.337,0.000,0.000,0.068
4.772,0.357,0.000,0.000,0.082
4.787,0.373,0.000,0.000,0.086
4.800,0.388,0.000,0.000,0.105
