Time,Throttle,Brake,Steering,Speed
0.000,0.000,0.000,0.000,0.000
0.020,0.000,0.000,0.000,0.432
0.103,0.000,0.000,0.000,1.228
0.115,0.000,0.000,0.000,1.239
0.129,0.000,0.000,0.000,1.233
0.143,0.000,0.000,0.000,1.179
0.156,0.000,0.000,0.000,1.135
0.171,0.000,0.000,0.000,1.024
0.184,0.000,0.000,0.000,0.959
0.198,0.000,0.000,0.000,0.891
0.212,0.000,0.000,0.000,0.750
0.226,0.000,0.000,0.000,0.678
0.241,0.000,0.000,0.000,0.539
0.254,0.000,0.000,0.000,0.472
0.268,0.000,0.000,0.000,0.409
0.281,0.000,0.000,0.000,0.291
0.296,0.000,0.000,0.000,0.238
0.309,0.000,0.000,0.000,0.190
0.321,0.000,0.000,0.000,0.104
0.337,0.000,0.000,0.000,0.067
0.351,0.000,0.000,0.000,0.006
0.364,0.000,0.000,0.000,0.019
0.379,0.000,0.000,0.000,0.041
0.393,0.000,0.000,0.000,0.074
0.406,0.000,0.000,0.000,0.086
0.420,0.000,0.000,0.000,0.095
0.434,0.000,0.000,0.000,0.106
0.448,0.000,0.000,0.000,0.109
0.461,0.000,0.000,0.000,0.110
0.476,0.000,0.000,0.000,0.108
0.489,0.000,0.000,0.000,0.105
0.503,0.000,0.000,0.000,0.096
0.517,0.000,0.000,0.000,0.091
0.530,0.000,0.000,0.000,0.079
0.546,0.000,0.000,0.000,0.073
0.558,0.000,0.000,0.000,0.067
0.573,0.000,0.000,0.000,0.054
0.586,0.000,0.000,0.000,0.048
0.600,0.000,0.000,0.000,0.042
0.614,0.000,0.000,0.000,0.031
0.628,0.000,0.000,0.000,0.026
0.640,0.000,0.000,0.000,0.021
0.655,0.000,0.000,0.000,0.013
0.671,0.000,0.000,0.000,0.006
0.682,0.000,0.000,0.000,0.003
0.697,0.000,0.000,0.000,0.001
0.712,0.000,0.000,0.000,0.004
0.725,0.000,0.000,0.000,0.005
0.739,0.000,0.000,0.000,0.007
0.752,0.000,0.000,0.000,0.008
0.766,0.000,0.000,0.000,0.009
0.780,0.000,0.000,0.000,0.010
0.794,0.000,0.000,0.000,0.010
0.810,0.000,0.000,0.000,0.010
1.089,0.000,0.000,0.000,0.001
1.106,0.000,0.000,0.000,0.001
1.161,0.000,0.000,0.000,0.001
1.189,0.000,0.000,0.000,0.001
1.217,0.000,0.000,0.000,0.001
1.231,0.000,0.000,0.000,0.001
1.244,0.000,0.000,0.000,0.000
1.258,0.000,0.000,0.000,0.000
1.271,0.000,0.000,0.000,0.000
1.286,0.000,0.000,0.000,0.000
1.300,0.000,0.000,0.000,0.000
1.313,0.000,0.000,0.000,0.000
1.327,0.000,0.000,0.000,0.000
1.340,0.000,0.000,0.000,0.000
1.354,0.000,0.000,0.000,0.000
1.368,0.000,0.000,0.000,0.000
1.382,0.000,0.000,0.000,0.000
1.396,0.000,0.000,0.000,0.000
1.410,0.000,0.000,0.000,0.000
1.423,0.000,0.000,0.000,0.000
1.437,0.000,0.000,0.000,0.000
1.454,0.000,0.000,0.000,0.000
1.465,0.000,0.000,0.000,0.000
1.479,0.000,0.000,0.000,0.000
1.497,0.000,0.000,0.000,0.000
1.507,0.000,0.000,0.000,0.000
1.517,0.000,0.000,0.000,0.000
1.536,0.000,0.000,0.000,0.000
1.548,0.000,0.000,0.000,0.000
1.563,0.000,0.000,0.000,0.000
1.573,0.000,0.000,0.000,0.000
1.589,0.000,0.000,0.000,0.000
1.603,0.000,0.000,0.000,0.000
1.617,0.000,0.000,0.000,0.000
1.631,0.000,0.000,0.000,0.000
1.645,0.000,0.000,0.000,0.000
1.659,0.000,0.000,0.000,0.000
1.675,0.000,0.000,0.000,0.000
1.687,0.000,0.000,0.000,0.000
1.703,0.000,0.000,0.000,0.000
1.715,0.000,0.000,0.000,0.000
1.731,0.000,0.000,0.000,0.000
1.743,0.000,0.000,0.000,0.000
1.756,0.000,0.000,0.000,0.000
1.771,0.000,0.000,0.000,0.000
1.784,0.000,0.000,0.000,0.000
1.800,0.000,0.000,0.000,0.000
1.812,0.000,0.000,0.000,0.000
1.829,0.000,0.000,0.000,0.000
1.852,0.000,0.000,0.000,0.000
